expiry,t_days,strike,moneyness,side,mid,iv
2026-07-24,3,128.0,1.0032,call,3.95,0.893356
2026-07-24,3,129.0,1.011,call,3.65,0.926151
2026-07-24,3,130.0,1.0188,call,3.35,0.951459
2026-07-24,3,124.0,0.9718,put,3.7,1.170692
2026-07-24,3,125.0,0.9797,put,4.25,1.198002
2026-07-24,3,126.0,0.9875,put,4.65,1.184921
2026-07-24,3,127.0,0.9953,put,5.25,1.209329
2026-07-31,10,128.0,1.0032,call,6.25,0.756529
2026-07-31,10,129.0,1.011,call,5.85,0.763155
2026-07-31,10,130.0,1.0188,call,5.6,0.784761
2026-07-31,10,131.0,1.0267,call,5.05,0.767868
2026-07-31,10,132.0,1.0345,call,4.75,0.778135
2026-07-31,10,123.0,0.964,put,5.65,0.943329
2026-07-31,10,124.0,0.9718,put,6.0,0.931706
2026-07-31,10,125.0,0.9797,put,6.6,0.948271
2026-07-31,10,126.0,0.9875,put,7.05,0.94398
2026-07-31,10,127.0,0.9953,put,7.65,0.955266
2026-08-07,17,130.0,1.0188,call,9.8,0.980256
2026-08-07,17,134.0,1.0502,call,8.2,0.979539
2026-08-07,17,135.0,1.058,call,7.75,0.97163
2026-08-07,17,120.0,0.9405,put,8.65,1.146044
2026-08-07,17,125.0,0.9797,put,11.2,1.160328
2026-08-14,24,130.0,1.0188,call,11.05,0.917348
2026-08-14,24,134.0,1.0502,call,9.35,0.909765
2026-08-14,24,135.0,1.058,call,8.95,0.907413
2026-08-14,24,136.0,1.0659,call,8.6,0.907992
2026-08-14,24,120.0,0.9405,put,9.95,1.075077
2026-08-14,24,125.0,0.9797,put,12.2,1.059196
2026-08-21,31,130.0,1.0188,call,12.05,0.87161
2026-08-21,31,135.0,1.058,call,10.25,0.88369
2026-08-21,31,120.0,0.9405,put,10.7,1.003388
2026-08-21,31,125.0,0.9797,put,13.3,1.011746
2026-08-28,38,130.0,1.0188,call,13.0,0.842479
2026-08-28,38,134.0,1.0502,call,11.35,0.839872
2026-08-28,38,135.0,1.058,call,11.15,0.85056
2026-08-28,38,136.0,1.0659,call,10.85,0.854549
2026-08-28,38,137.0,1.0737,call,10.3,0.842639
2026-08-28,38,120.0,0.9405,put,11.65,0.971198
2026-08-28,38,125.0,0.9797,put,14.65,1.001704
2026-09-18,59,130.0,1.0188,call,15.8,0.807054
2026-09-18,59,135.0,1.058,call,13.75,0.803615
2026-09-18,59,120.0,0.9405,put,14.25,0.922901
2026-09-18,59,125.0,0.9797,put,16.8,0.920625
2026-10-16,87,130.0,1.0188,call,18.45,0.765135
2026-10-16,87,135.0,1.058,call,16.4,0.761781
2026-10-16,87,140.0,1.0972,call,14.8,0.769044
2026-10-16,87,115.0,0.9013,put,14.25,0.875183
2026-10-16,87,120.0,0.9405,put,16.65,0.872252
2026-10-16,87,125.0,0.9797,put,19.3,0.871925
2026-11-20,122,130.0,1.0188,call,21.7,0.750922
2026-11-20,122,135.0,1.058,call,19.8,0.752244
2026-11-20,122,140.0,1.0972,call,18.05,0.75322
2026-11-20,122,115.0,0.9013,put,17.15,0.858581
2026-11-20,122,120.0,0.9405,put,19.45,0.848696
2026-11-20,122,125.0,0.9797,put,22.4,0.856747
2026-12-18,150,130.0,1.0188,call,23.6,0.731459
2026-12-18,150,135.0,1.058,call,21.75,0.733635
2026-12-18,150,140.0,1.0972,call,20.1,0.737396
2026-12-18,150,145.0,1.1364,call,18.35,0.733852
2026-12-18,150,115.0,0.9013,put,18.55,0.829269
2026-12-18,150,120.0,0.9405,put,20.95,0.822336
2026-12-18,150,125.0,0.9797,put,23.9,0.82869
2027-01-15,178,130.0,1.0188,call,25.4,0.718704
2027-01-15,178,135.0,1.058,call,23.4,0.715859
2027-01-15,178,140.0,1.0972,call,21.8,0.720517
2027-01-15,178,145.0,1.1364,call,20.0,0.715862
2027-01-15,178,115.0,0.9013,put,19.85,0.808836
2027-01-15,178,120.0,0.9405,put,22.4,0.806012
2027-01-15,178,125.0,0.9797,put,25.25,0.808058
2027-02-19,213,130.0,1.0188,call,27.1,0.696711
2027-02-19,213,135.0,1.058,call,25.0,0.690993
2027-02-19,213,140.0,1.0972,call,23.45,0.696354
2027-02-19,213,145.0,1.1364,call,22.3,0.708817
2027-02-19,213,110.0,0.8621,put,19.0,0.796283
2027-02-19,213,115.0,0.9013,put,21.45,0.79345
2027-02-19,213,120.0,0.9405,put,24.05,0.791132
2027-02-19,213,125.0,0.9797,put,27.6,0.811556
2027-03-19,241,130.0,1.0188,call,28.8,0.693653
2027-03-19,241,135.0,1.058,call,27.05,0.696392
2027-03-19,241,140.0,1.0972,call,25.2,0.693651
2027-03-19,241,145.0,1.1364,call,23.95,0.702797
2027-03-19,241,110.0,0.8621,put,20.3,0.791289
2027-03-19,241,115.0,0.9013,put,23.25,0.801361
2027-03-19,241,120.0,0.9405,put,25.6,0.791142
2027-03-19,241,125.0,0.9797,put,28.5,0.792679
2027-06-17,331,130.0,1.0188,call,33.2,0.676303
2027-06-17,331,135.0,1.058,call,31.35,0.675247
2027-06-17,331,140.0,1.0972,call,30.35,0.690074
2027-06-17,331,145.0,1.1364,call,28.2,0.678345
2027-06-17,331,150.0,1.1756,call,27.5,0.695133
2027-06-17,331,110.0,0.8621,put,23.5,0.769536
2027-06-17,331,115.0,0.9013,put,26.2,0.770152
2027-06-17,331,120.0,0.9405,put,29.05,0.771617
2027-06-17,331,125.0,0.9797,put,31.6,0.763746
