expiry,t_days,strike,moneyness,side,mid,iv
2026-07-24,3,128.0,1.0078,call,4.25,1.021834
2026-07-24,3,129.0,1.0157,call,3.9,1.039991
2026-07-24,3,130.0,1.0236,call,3.4,1.018071
2026-07-24,3,124.0,0.9763,put,3.3,1.028719
2026-07-24,3,125.0,0.9842,put,3.85,1.055019
2026-07-24,3,126.0,0.9921,put,4.45,1.084069
2026-07-24,3,127.0,1.0,put,4.85,1.061875
2026-07-31,10,128.0,1.0078,call,6.65,0.840202
2026-07-31,10,129.0,1.0157,call,5.95,0.80939
2026-07-31,10,130.0,1.0236,call,5.9,0.853567
2026-07-31,10,131.0,1.0315,call,5.7,0.877532
2026-07-31,10,123.0,0.9685,put,5.6,0.909202
2026-07-31,10,124.0,0.9763,put,6.0,0.902781
2026-07-31,10,125.0,0.9842,put,6.2,0.869645
2026-07-31,10,126.0,0.9921,put,6.6,0.858595
2026-07-31,10,127.0,1.0,put,7.25,0.874955
2026-08-07,17,130.0,1.0236,call,10.55,1.07618
2026-08-07,17,134.0,1.0551,call,8.4,1.022437
2026-08-07,17,135.0,1.063,call,8.3,1.046337
2026-08-07,17,120.0,0.9448,put,8.65,1.125562
2026-08-07,17,125.0,0.9842,put,11.05,1.123332
2026-08-14,24,130.0,1.0236,call,11.3,0.960054
2026-08-14,24,134.0,1.0551,call,9.65,0.954105
2026-08-14,24,135.0,1.063,call,9.2,0.947439
2026-08-14,24,120.0,0.9448,put,9.8,1.045438
2026-08-14,24,125.0,0.9842,put,11.9,1.016358
2026-08-21,31,130.0,1.0236,call,12.6,0.929865
2026-08-21,31,135.0,1.063,call,10.6,0.926173
2026-08-21,31,120.0,0.9448,put,10.6,0.980903
2026-08-21,31,125.0,0.9842,put,13.2,0.987968
2026-08-28,38,130.0,1.0236,call,13.4,0.886186
2026-08-28,38,134.0,1.0551,call,11.75,0.881878
2026-08-28,38,135.0,1.063,call,11.6,0.895342
2026-08-28,38,136.0,1.0708,call,10.85,0.871431
2026-08-28,38,137.0,1.0787,call,10.55,0.874509
2026-08-28,38,120.0,0.9448,put,11.65,0.957388
2026-08-28,38,125.0,0.9842,put,14.1,0.952116
2026-09-18,59,130.0,1.0236,call,16.1,0.837839
2026-09-18,59,135.0,1.063,call,14.35,0.847566
2026-09-18,59,120.0,0.9448,put,14.15,0.906614
2026-09-18,59,125.0,0.9842,put,16.7,0.903622
2026-10-16,87,130.0,1.0236,call,18.6,0.784856
2026-10-16,87,135.0,1.063,call,17.05,0.800576
2026-10-16,87,140.0,1.1023,call,14.9,0.784661
2026-10-16,87,115.0,0.9055,put,14.05,0.8577
2026-10-16,87,120.0,0.9448,put,16.4,0.852401
2026-10-16,87,125.0,0.9842,put,19.3,0.862273
2026-11-20,122,130.0,1.0236,call,21.7,0.762836
2026-11-20,122,135.0,1.063,call,19.8,0.763311
2026-11-20,122,140.0,1.1023,call,18.45,0.77722
2026-11-20,122,115.0,0.9055,put,17.05,0.847648
2026-11-20,122,120.0,0.9448,put,19.35,0.837485
2026-11-20,122,125.0,0.9842,put,22.3,0.845208
2026-12-18,150,130.0,1.0236,call,24.15,0.759831
2026-12-18,150,135.0,1.063,call,21.95,0.750119
2026-12-18,150,140.0,1.1023,call,20.5,0.759378
2026-12-18,150,145.0,1.1417,call,18.6,0.750602
2026-12-18,150,115.0,0.9055,put,18.4,0.817697
2026-12-18,150,120.0,0.9448,put,20.8,0.810601
2026-12-18,150,125.0,0.9842,put,23.8,0.81836
2027-01-15,178,130.0,1.0236,call,25.6,0.734839
2027-01-15,178,135.0,1.063,call,23.9,0.739848
2027-01-15,178,140.0,1.1023,call,22.05,0.7367
2027-01-15,178,145.0,1.1417,call,20.6,0.741382
2027-01-15,178,110.0,0.8661,put,17.25,0.799685
2027-01-15,178,115.0,0.9055,put,19.75,0.799823
2027-01-15,178,120.0,0.9448,put,22.1,0.790646
2027-01-15,178,125.0,0.9842,put,25.2,0.800138
2027-02-19,213,130.0,1.0236,call,27.75,0.723771
2027-02-19,213,135.0,1.063,call,25.4,0.710548
2027-02-19,213,140.0,1.1023,call,23.8,0.713993
2027-02-19,213,145.0,1.1417,call,22.3,0.716927
2027-02-19,213,110.0,0.8661,put,18.95,0.789715
2027-02-19,213,115.0,0.9055,put,21.4,0.786703
2027-02-19,213,120.0,0.9448,put,23.9,0.781345
2027-02-19,213,125.0,0.9842,put,27.4,0.800258
2027-03-19,241,130.0,1.0236,call,29.25,0.714288
2027-03-19,241,135.0,1.063,call,27.4,0.713811
2027-03-19,241,140.0,1.1023,call,25.7,0.71417
2027-03-19,241,145.0,1.1417,call,23.95,0.710618
2027-03-19,241,110.0,0.8661,put,20.3,0.786573
2027-03-19,241,115.0,0.9055,put,23.1,0.792269
2027-03-19,241,120.0,0.9448,put,25.6,0.786002
2027-03-19,241,125.0,0.9842,put,28.2,0.779463
2027-06-17,331,130.0,1.0236,call,33.55,0.692294
2027-06-17,331,135.0,1.063,call,31.7,0.690654
2027-06-17,331,140.0,1.1023,call,30.35,0.697579
2027-06-17,331,145.0,1.1417,call,28.2,0.685457
2027-06-17,331,150.0,1.1811,call,27.5,0.702006
2027-06-17,331,110.0,0.8661,put,23.3,0.760568
2027-06-17,331,115.0,0.9055,put,26.05,0.762417
2027-06-17,331,120.0,0.9448,put,28.95,0.765009
2027-06-17,331,125.0,0.9842,put,31.6,0.759316
